timestamp,station_id,latitude,longitude,cost,temperature,humidity,pressure,elevation,sensor_type,sensor_group,sensor_modality,site_type,maintenance_state,maintenance_age
2025-01-15T02:00,JINJU,35.1799,128.1076,0.70,9.370,71.790,1017.052,36.0,aws,surface,mechanical,inland,degraded,9.1
2025-01-15T03:00,BUSAN_PORT,35.1028,129.0403,1.45,10.419,81.742,1018.047,8.0,lidar,remote,optical,coastal,maintained,0.6
2025-01-15T03:00,BUSAN_HILLS,35.2323,129.0871,1.20,9.974,80.933,1017.927,78.0,aws,surface,ultrasonic,mountain,maintained,1.8
2025-01-15T03:00,GIMHAE,35.2283,128.8894,0.95,10.498,79.806,1017.807,12.0,aws,surface,mechanical,urban,maintained,2.6
2025-01-15T03:00,YANGSAN,35.3350,129.0375,0.90,10.715,78.637,1017.687,32.0,rain_gauge,precipitation,tipping_bucket,urban,aging,4.2
2025-01-15T03:00,ULSAN,35.5384,129.3114,1.30,11.513,77.713,1017.567,14.0,lidar,remote,optical,industrial,maintained,1.1
2025-01-15T03:00,MIRYANG,35.4934,128.7462,0.82,10.479,67.260,1017.447,45.0,aws,surface,mechanical,inland,aging,6.5
2025-01-15T03:00,CHANGWON,35.2281,128.6811,1.05,10.725,67.389,1017.327,28.0,disdrometer,precipitation,optical,urban,maintained,2.2
2025-01-15T03:00,GEOJE,34.8806,128.6210,0.75,10.909,68.067,1017.207,18.0,rain_gauge,precipitation,tipping_bucket,coastal,aging,7.4
2025-01-15T03:00,POHANG,36.0190,129.3435,1.15,12.365,79.130,1017.087,6.0,lidar,remote,optical,coastal,maintained,1.4
2025-01-15T03:00,JINJU,35.1799,128.1076,0.70,10.267,70.317,1016.967,36.0,aws,surface,mechanical,inland,degraded,9.1
2025-01-15T04:00,BUSAN_PORT,35.1028,129.0403,1.45,11.098,80.092,1017.931,8.0,lidar,remote,optical,coastal,maintained,0.6
2025-01-15T04:00,BUSAN_HILLS,35.2323,129.0871,1.20,10.653,79.149,1017.811,78.0,aws,surface,ultrasonic,mountain,maintained,1.8
2025-01-15T04:00,GIMHAE,35.2283,128.8894,0.95,11.177,77.976,1017.691,12.0,aws,surface,mechanical,urban,maintained,2.6
2025-01-15T04:00,YANGSAN,35.3350,129.0375,0.90,11.394,76.859,1017.571,32.0,rain_gauge,precipitation,tipping_bucket,urban,aging,4.2
2025-01-15T04:00,ULSAN,35.5384,129.3114,1.30,12.192,76.071,1017.451,14.0,lidar,remote,optical,industrial,maintained,1.1
2025-01-15T04:00,MIRYANG,35.4934,128.7462,0.82,11.158,65.807,1017.331,45.0,aws,surface,mechanical,inland,aging,6.5
2025-01-15T04:00,CHANGWON,35.2281,128.6811,1.05,11.404,66.129,1017.211,28.0,disdrometer,precipitation,optical,urban,maintained,2.2
2025-01-15T04:00,GEOJE,34.8806,128.6210,0.75,11.587,66.960,1017.091,18.0,rain_gauge,precipitation,tipping_bucket,coastal,aging,7.4
2025-01-15T04:00,POHANG,36.0190,129.3435,1.15,13.043,78.096,1016.971,6.0,lidar,remote,optical,coastal,maintained,1.4
2025-01-15T04:00,JINJU,35.1799,128.1076,0.70,10.946,69.259,1016.851,36.0,aws,surface,mechanical,inland,degraded,9.1
2025-01-15T05:00,BUSAN_PORT,35.1028,129.0403,1.45,11.512,78.920,1017.784,8.0,lidar,remote,optical,coastal,maintained,0.6
2025-01-15T05:00,BUSAN_HILLS,35.2323,129.0871,1.20,11.067,77.871,1017.664,78.0,aws,surface,ultrasonic,mountain,maintained,1.8
2025-01-15T05:00,GIMHAE,35.2283,128.8894,0.95,11.590,76.684,1017.544,12.0,aws,surface,mechanical,urban,maintained,2.6
2025-01-15T05:00,YANGSAN,35.3350,129.0375,0.90,,75.649,1017.424,32.0,rain_gauge,precipitation,tipping_bucket,urban,aging,4.2
2025-01-15T05:00,ULSAN,35.5384,129.3114,1.30,12.606,75.020,1017.304,14.0,lidar,remote,optical,industrial,maintained,1.1
2025-01-15T05:00,MIRYANG,35.4934,128.7462,0.82,,64.951,1017.184,45.0,aws,surface,mechanical,inland,aging,6.5
2025-01-15T05:00,CHANGWON,35.2281,128.6811,1.05,11.817,65.458,1017.064,28.0,disdrometer,precipitation,optical,urban,maintained,2.2
2025-01-15T05:00,GEOJE,34.8806,128.6210,0.75,,66.419,1016.944,18.0,rain_gauge,precipitation,tipping_bucket,coastal,aging,7.4
2025-01-15T05:00,POHANG,36.0190,129.3435,1.15,13.457,77.596,1016.824,6.0,lidar,remote,optical,coastal,maintained,1.4
2025-01-15T05:00,JINJU,35.1799,128.1076,0.70,,68.703,1016.704,36.0,aws,surface,mechanical,inland,degraded,9.1
2025-01-15T06:00,BUSAN_PORT,35.1028,129.0403,1.45,11.630,68.297,1017.610,8.0,lidar,remote,optical,coastal,maintained,0.6
2025-01-15T06:00,BUSAN_HILLS,35.2323,129.0871,1.20,11.185,67.170,1017.490,78.0,aws,surface,ultrasonic,mountain,maintained,1.8
2025-01-15T06:00,GIMHAE,35.2283,128.8894,0.95,11.709,66.001,1017.370,12.0,aws,surface,mechanical,urban,maintained,2.6
2025-01-15T06:00,YANGSAN,35.3350,129.0375,0.90,,65.077,1017.250,32.0,rain_gauge,precipitation,tipping_bucket,urban,aging,4.2
2025-01-15T06:00,ULSAN,35.5384,129.3114,1.30,12.724,64.624,1017.130,14.0,lidar,remote,optical,industrial,maintained,1.1
2025-01-15T06:00,MIRYANG,35.4934,128.7462,0.82,,64.753,1017.010,45.0,aws,surface,mechanical,inland,aging,6.5
2025-01-15T06:00,CHANGWON,35.2281,128.6811,1.05,11.936,65.431,1016.890,28.0,disdrometer,precipitation,optical,urban,maintained,2.2
2025-01-15T06:00,GEOJE,34.8806,128.6210,0.75,,66.494,1016.770,18.0,rain_gauge,precipitation,tipping_bucket,coastal,aging,7.4
2025-01-15T06:00,POHANG,36.0190,129.3435,1.15,13.575,67.681,1016.650,6.0,lidar,remote,optical,coastal,maintained,1.4
2025-01-15T06:00,JINJU,35.1799,128.1076,0.70,,68.701,1016.530,36.0,aws,surface,mechanical,inland,degraded,9.1
2025-01-15T07:00,BUSAN_PORT,35.1028,129.0403,1.45,11.443,68.250,1017.410,8.0,lidar,remote,optical,coastal,maintained,0.6
2025-01-15T07:00,BUSAN_HILLS,35.2323,129.0871,1.20,10.998,67.077,1017.290,78.0,aws,surface,ultrasonic,mountain,maintained,1.8
2025-01-15T07:00,GIMHAE,35.2283,128.8894,0.95,11.522,65.960,1017.170,12.0,aws,surface,mechanical,urban,maintained,2.6
2025-01-15T07:00,YANGSAN,35.3350,129.0375,0.90,11.739,65.172,1017.050,32.0,rain_gauge,precipitation,tipping_bucket,urban,aging,4.2
2025-01-15T07:00,ULSAN,35.5384,129.3114,1.30,12.537,64.907,1016.930,14.0,lidar,remote,optical,industrial,maintained,1.1
2025-01-15T07:00,MIRYANG,35.4934,128.7462,0.82,11.503,65.230,1016.810,45.0,aws,surface,mechanical,inland,aging,6.5
2025-01-15T07:00,CHANGWON,35.2281,128.6811,1.05,11.749,66.061,1016.690,28.0,disdrometer,precipitation,optical,urban,maintained,2.2
2025-01-15T07:00,GEOJE,34.8806,128.6210,0.75,11.932,67.197,1016.570,18.0,rain_gauge,precipitation,tipping_bucket,coastal,aging,7.4
2025-01-15T07:00,POHANG,36.0190,129.3435,1.15,13.388,68.360,1016.450,6.0,lidar,remote,optical,coastal,maintained,1.4
2025-01-15T07:00,JINJU,35.1799,128.1076,0.70,11.291,69.265,1016.330,36.0,aws,surface,mechanical,inland,degraded,9.1
2025-01-15T08:00,BUSAN_PORT,35.1028,129.0403,1.45,10.961,68.770,1017.189,8.0,lidar,remote,optical,coastal,maintained,0.6
2025-01-15T08:00,BUSAN_HILLS,35.2323,129.0871,1.20,10.516,67.583,1017.069,78.0,aws,surface,ultrasonic,mountain,maintained,1.8
2025-01-15T08:00,GIMHAE,35.2283,128.8894,0.95,11.040,66.548,1016.949,12.0,aws,surface,mechanical,urban,maintained,2.6
2025-01-15T08:00,YANGSAN,35.3350,129.0375,0.90,11.257,65.919,1016.829,32.0,rain_gauge,precipitation,tipping_bucket,urban,aging,4.2
2025-01-15T08:00,ULSAN,35.5384,129.3114,1.30,12.055,65.850,1016.709,14.0,lidar,remote,optical,industrial,maintained,1.1
2025-01-15T08:00,MIRYANG,35.4934,128.7462,0.82,11.021,66.357,1016.589,45.0,aws,surface,mechanical,inland,aging,6.5
2025-01-15T08:00,CHANGWON,35.2281,128.6811,1.05,11.267,67.318,1016.469,28.0,disdrometer,precipitation,optical,urban,maintained,2.2
2025-01-15T08:00,GEOJE,34.8806,128.6210,0.75,11.450,68.495,1016.349,18.0,rain_gauge,precipitation,tipping_bucket,coastal,aging,7.4
2025-01-15T08:00,POHANG,36.0190,129.3435,1.15,12.906,69.602,1016.229,6.0,lidar,remote,optical,coastal,maintained,1.4
2025-01-15T08:00,JINJU,35.1799,128.1076,0.70,10.809,70.367,1016.109,36.0,aws,surface,mechanical,inland,degraded,9.1
2025-01-15T09:00,BUSAN_PORT,35.1028,129.0403,1.45,10.215,69.806,1016.949,8.0,lidar,remote,optical,coastal,maintained,0.6
2025-01-15T09:00,BUSAN_HILLS,35.2323,129.0871,1.20,9.770,68.637,1016.829,78.0,aws,surface,ultrasonic,mountain,maintained,1.8
2025-01-15T09:00,GIMHAE,35.2283,128.8894,0.95,10.293,67.713,1016.709,12.0,aws,surface,mechanical,urban,maintained,2.6
2025-01-15T09:00,YANGSAN,35.3350,129.0375,0.90,10.510,67.260,1016.589,32.0,rain_gauge,precipitation,tipping_bucket,urban,aging,4.2
2025-01-15T09:00,ULSAN,35.5384,129.3114,1.30,11.308,67.389,1016.469,14.0,lidar,remote,optical,industrial,maintained,1.1
2025-01-15T09:00,MIRYANG,35.4934,128.7462,0.82,10.274,68.067,1016.349,45.0,aws,surface,mechanical,inland,aging,6.5
2025-01-15T09:00,CHANGWON,35.2281,128.6811,1.05,10.520,69.130,1016.229,28.0,disdrometer,precipitation,optical,urban,maintained,2.2
2025-01-15T09:00,GEOJE,34.8806,128.6210,0.75,10.704,70.317,1016.109,18.0,rain_gauge,precipitation,tipping_bucket,coastal,aging,7.4
2025-01-15T09:00,POHANG,36.0190,129.3435,1.15,12.160,71.337,1015.989,6.0,lidar,remote,optical,coastal,maintained,1.4
2025-01-15T09:00,JINJU,35.1799,128.1076,0.70,10.062,71.940,1015.869,36.0,aws,surface,mechanical,inland,degraded,9.1
2025-01-15T10:00,BUSAN_PORT,35.1028,129.0403,1.45,9.251,71.270,1016.694,8.0,lidar,remote,optical,coastal,maintained,0.6
2025-01-15T10:00,BUSAN_HILLS,35.2323,129.0871,1.20,8.806,70.153,1016.574,78.0,aws,surface,ultrasonic,mountain,maintained,1.8
2025-01-15T10:00,GIMHAE,35.2283,128.8894,0.95,9.329,69.366,1016.454,12.0,aws,surface,mechanical,urban,maintained,2.6
2025-01-15T10:00,YANGSAN,35.3350,129.0375,0.90,9.546,69.101,1016.334,32.0,rain_gauge,precipitation,tipping_bucket,urban,aging,4.2
2025-01-15T10:00,ULSAN,35.5384,129.3114,1.30,10.345,69.423,1016.214,14.0,lidar,remote,optical,industrial,maintained,1.1
2025-01-15T10:00,MIRYANG,35.4934,128.7462,0.82,9.310,70.254,1016.094,45.0,aws,surface,mechanical,inland,aging,6.5
2025-01-15T10:00,CHANGWON,35.2281,128.6811,1.05,9.556,71.390,1015.974,28.0,disdrometer,precipitation,optical,urban,maintained,2.2
2025-01-15T10:00,GEOJE,34.8806,128.6210,0.75,9.740,72.553,1015.854,18.0,rain_gauge,precipitation,tipping_bucket,coastal,aging,7.4
2025-01-15T10:00,POHANG,36.0190,129.3435,1.15,11.196,73.458,1015.734,6.0,lidar,remote,optical,coastal,maintained,1.4
2025-01-15T10:00,JINJU,35.1799,128.1076,0.70,9.099,73.884,1015.614,36.0,aws,surface,mechanical,inland,degraded,9.1
2025-01-15T11:00,BUSAN_PORT,35.1028,129.0403,1.45,8.133,73.048,1016.428,8.0,lidar,remote,optical,coastal,maintained,0.6
2025-01-15T11:00,BUSAN_HILLS,35.2323,129.0871,1.20,7.687,72.013,1016.308,78.0,aws,surface,ultrasonic,mountain,maintained,1.8
2025-01-15T11:00,GIMHAE,35.2283,128.8894,0.95,8.211,71.384,1016.188,12.0,aws,surface,mechanical,urban,maintained,2.6
2025-01-15T11:00,YANGSAN,35.3350,129.0375,0.90,8.428,71.315,1016.068,32.0,rain_gauge,precipitation,tipping_bucket,urban,aging,4.2
2025-01-15T11:00,ULSAN,35.5384,129.3114,1.30,9.226,71.822,1015.948,14.0,lidar,remote,optical,industrial,maintained,1.1
2025-01-15T11:00,MIRYANG,35.4934,128.7462,0.82,8.192,72.783,1015.828,45.0,aws,surface,mechanical,inland,aging,6.5
2025-01-15T11:00,CHANGWON,35.2281,128.6811,1.05,8.438,73.960,1015.708,28.0,disdrometer,precipitation,optical,urban,maintained,2.2
2025-01-15T11:00,GEOJE,34.8806,128.6210,0.75,8.622,75.067,1015.588,18.0,rain_gauge,precipitation,tipping_bucket,coastal,aging,7.4
2025-01-15T11:00,POHANG,36.0190,129.3435,1.15,10.078,75.832,1015.468,6.0,lidar,remote,optical,coastal,maintained,1.4
2025-01-15T11:00,JINJU,35.1799,128.1076,0.70,7.980,76.068,1015.348,36.0,aws,surface,mechanical,inland,degraded,9.1
2025-01-15T12:00,BUSAN_PORT,35.1028,129.0403,1.45,6.932,75.001,1016.156,8.0,lidar,remote,optical,coastal,maintained,0.6
2025-01-15T12:00,BUSAN_HILLS,35.2323,129.0871,1.20,6.487,74.077,1016.036,78.0,aws,surface,ultrasonic,mountain,maintained,1.8
2025-01-15T12:00,GIMHAE,35.2283,128.8894,0.95,7.011,73.624,1015.916,12.0,aws,surface,mechanical,urban,maintained,2.6
2025-01-15T12:00,YANGSAN,35.3350,129.0375,0.90,7.228,73.753,1015.796,32.0,rain_gauge,precipitation,tipping_bucket,urban,aging,4.2
2025-01-15T12:00,ULSAN,35.5384,129.3114,1.30,8.026,74.431,1015.676,14.0,lidar,remote,optical,industrial,maintained,1.1
2025-01-15T12:00,MIRYANG,35.4934,128.7462,0.82,6.991,75.494,1015.556,45.0,aws,surface,mechanical,inland,aging,6.5
2025-01-15T12:00,CHANGWON,35.2281,128.6811,1.05,7.237,76.681,1015.436,28.0,disdrometer,precipitation,optical,urban,maintained,2.2
2025-01-15T12:00,GEOJE,34.8806,128.6210,0.75,7.421,77.701,1015.316,18.0,rain_gauge,precipitation,tipping_bucket,coastal,aging,7.4
2025-01-15T12:00,POHANG,36.0190,129.3435,1.15,8.877,78.304,1015.196,6.0,lidar,remote,optical,coastal,maintained,1.4
2025-01-15T12:00,JINJU,35.1799,128.1076,0.70,6.780,78.344,1015.076,36.0,aws,surface,mechanical,inland,degraded,9.1
2025-01-15T13:00,BUSAN_PORT,35.1028,129.0403,1.45,5.727,76.982,1015.881,8.0,lidar,remote,optical,coastal,maintained,0.6
2025-01-15T13:00,BUSAN_HILLS,35.2323,129.0871,1.20,5.282,76.195,1015.761,78.0,aws,surface,ultrasonic,mountain,maintained,1.8
2025-01-15T13:00,GIMHAE,35.2283,128.8894,0.95,5.806,75.930,1015.641,12.0,aws,surface,mechanical,urban,maintained,2.6
2025-01-15T13:00,YANGSAN,35.3350,129.0375,0.90,6.023,76.253,1015.521,32.0,rain_gauge,precipitation,tipping_bucket,urban,aging,4.2
2025-01-15T13:00,ULSAN,35.5384,129.3114,1.30,6.821,77.084,1015.401,14.0,lidar,remote,optical,industrial,maintained,1.1
2025-01-15T13:00,MIRYANG,35.4934,128.7462,0.82,5.787,78.220,1015.281,45.0,aws,surface,mechanical,inland,aging,6.5
2025-01-15T13:00,CHANGWON,35.2281,128.6811,1.05,6.032,79.383,1015.161,28.0,disdrometer,precipitation,optical,urban,maintained,2.2
2025-01-15T13:00,GEOJE,34.8806,128.6210,0.75,6.216,80.288,1015.041,18.0,rain_gauge,precipitation,tipping_bucket,coastal,aging,7.4
2025-01-15T13:00,POHANG,36.0190,129.3435,1.15,7.672,80.713,1014.921,6.0,lidar,remote,optical,coastal,maintained,1.4
2025-01-15T13:00,JINJU,35.1799,128.1076,0.70,5.575,80.555,1014.801,36.0,aws,surface,mechanical,inland,degraded,9.1
2025-01-15T14:00,BUSAN_PORT,35.1028,129.0403,1.45,4.596,78.842,1015.608,8.0,lidar,remote,optical,coastal,maintained,0.6
2025-01-15T14:00,BUSAN_HILLS,35.2323,129.0871,1.20,4.151,78.213,1015.488,78.0,aws,surface,ultrasonic,mountain,maintained,1.8
2025-01-15T14:00,GIMHAE,35.2283,128.8894,0.95,4.675,78.144,1015.368,12.0,aws,surface,mechanical,urban,maintained,2.6
2025-01-15T14:00,YANGSAN,35.3350,129.0375,0.90,4.891,78.652,1015.248,32.0,rain_gauge,precipitation,tipping_bucket,urban,aging,4.2
2025-01-15T14:00,ULSAN,35.5384,129.3114,1.30,5.690,79.612,1015.128,14.0,lidar,remote,optical,industrial,maintained,1.1
2025-01-15T14:00,MIRYANG,35.4934,128.7462,0.82,4.655,80.790,1015.008,45.0,aws,surface,mechanical,inland,aging,6.5
2025-01-15T14:00,CHANGWON,35.2281,128.6811,1.05,4.901,81.896,1014.888,28.0,disdrometer,precipitation,optical,urban,maintained,2.2
2025-01-15T14:00,GEOJE,34.8806,128.6210,0.75,5.085,82.661,1014.768,18.0,rain_gauge,precipitation,tipping_bucket,coastal,aging,7.4
2025-01-15T14:00,POHANG,36.0190,129.3435,1.15,6.541,82.897,1014.648,6.0,lidar,remote,optical,coastal,maintained,1.4
2025-01-15T14:00,JINJU,35.1799,128.1076,0.70,4.444,82.546,1014.528,36.0,aws,surface,mechanical,inland,degraded,9.1
2025-01-15T15:00,BUSAN_PORT,35.1028,129.0403,1.45,3.611,80.441,1015.341,8.0,lidar,remote,optical,coastal,maintained,0.6
2025-01-15T15:00,BUSAN_HILLS,35.2323,129.0871,1.20,3.166,79.988,1015.221,78.0,aws,surface,ultrasonic,mountain,maintained,1.8
2025-01-15T15:00,GIMHAE,35.2283,128.8894,0.95,3.689,80.116,1015.101,12.0,aws,surface,mechanical,urban,maintained,2.6
2025-01-15T15:00,YANGSAN,35.3350,129.0375,0.90,3.906,80.795,1014.981,32.0,rain_gauge,precipitation,tipping_bucket,urban,aging,4.2
2025-01-15T15:00,ULSAN,35.5384,129.3114,1.30,4.705,81.858,1014.861,14.0,lidar,remote,optical,industrial,maintained,1.1
2025-01-15T15:00,MIRYANG,35.4934,128.7462,0.82,3.670,83.045,1014.741,45.0,aws,surface,mechanical,inland,aging,6.5
2025-01-15T15:00,CHANGWON,35.2281,128.6811,1.05,3.916,84.065,1014.621,28.0,disdrometer,precipitation,optical,urban,maintained,2.2
2025-01-15T15:00,GEOJE,34.8806,128.6210,0.75,4.100,84.668,1014.501,18.0,rain_gauge,precipitation,tipping_bucket,coastal,aging,7.4
2025-01-15T15:00,POHANG,36.0190,129.3435,1.15,5.556,84.708,1014.381,6.0,lidar,remote,optical,coastal,maintained,1.4
2025-01-15T15:00,JINJU,35.1799,128.1076,0.70,3.459,84.173,1014.261,36.0,aws,surface,mechanical,inland,degraded,9.1
2025-01-15T16:00,BUSAN_PORT,35.1028,129.0403,1.45,2.834,81.660,1015.084,8.0,lidar,remote,optical,coastal,maintained,0.6
2025-01-15T16:00,BUSAN_HILLS,35.2323,129.0871,1.20,2.389,81.395,1014.964,78.0,aws,surface,ultrasonic,mountain,maintained,1.8
2025-01-15T16:00,GIMHAE,35.2283,128.8894,0.95,2.913,81.718,1014.844,12.0,aws,surface,mechanical,urban,maintained,2.6
2025-01-15T16:00,YANGSAN,35.3350,129.0375,0.90,3.130,82.549,1014.724,32.0,rain_gauge,precipitation,tipping_bucket,urban,aging,4.2
2025-01-15T16:00,ULSAN,35.5384,129.3114,1.30,3.928,83.685,1014.604,14.0,lidar,remote,optical,industrial,maintained,1.1
2025-01-15T16:00,MIRYANG,35.4934,128.7462,0.82,2.894,84.847,1014.484,45.0,aws,surface,mechanical,inland,aging,6.5
2025-01-15T16:00,CHANGWON,35.2281,128.6811,1.05,3.140,85.752,1014.364,28.0,disdrometer,precipitation,optical,urban,maintained,2.2
2025-01-15T16:00,GEOJE,34.8806,128.6210,0.75,3.324,86.178,1014.244,18.0,rain_gauge,precipitation,tipping_bucket,coastal,aging,7.4
2025-01-15T16:00,POHANG,36.0190,129.3435,1.15,,86.020,1014.124,6.0,lidar,remote,optical,coastal,maintained,1.4
2025-01-15T16:00,JINJU,35.1799,128.1076,0.70,2.682,85.317,1014.004,36.0,aws,surface,mechanical,inland,degraded,9.1
2025-01-15T17:00,BUSAN_PORT,35.1028,129.0403,1.45,2.314,82.406,1014.842,8.0,lidar,remote,optical,coastal,maintained,0.6
2025-01-15T17:00,BUSAN_HILLS,35.2323,129.0871,1.20,1.869,82.337,1014.722,78.0,aws,surface,ultrasonic,mountain,maintained,1.8
2025-01-15T17:00,GIMHAE,35.2283,128.8894,0.95,2.393,82.845,1014.602,12.0,aws,surface,mechanical,urban,maintained,2.6
2025-01-15T17:00,YANGSAN,35.3350,129.0375,0.90,2.610,83.805,1014.482,32.0,rain_gauge,precipitation,tipping_bucket,urban,aging,4.2
2025-01-15T17:00,ULSAN,35.5384,129.3114,1.30,3.408,84.983,1014.362,14.0,lidar,remote,optical,industrial,maintained,1.1
2025-01-15T17:00,MIRYANG,35.4934,128.7462,0.82,2.374,86.090,1014.242,45.0,aws,surface,mechanical,inland,aging,6.5
2025-01-15T17:00,CHANGWON,35.2281,128.6811,1.05,2.620,86.855,1014.122,28.0,disdrometer,precipitation,optical,urban,maintained,2.2
2025-01-15T17:00,GEOJE,34.8806,128.6210,0.75,2.804,87.090,1014.002,18.0,rain_gauge,precipitation,tipping_bucket,coastal,aging,7.4
2025-01-15T17:00,POHANG,36.0190,129.3435,1.15,,86.739,1013.882,6.0,lidar,remote,optical,coastal,maintained,1.4
2025-01-15T17:00,JINJU,35.1799,128.1076,0.70,2.162,85.887,1013.762,36.0,aws,surface,mechanical,inland,degraded,9.1
2025-01-15T18:00,BUSAN_PORT,35.1028,129.0403,1.45,2.081,82.624,1014.618,8.0,lidar,remote,optical,coastal,maintained,0.6
2025-01-15T18:00,BUSAN_HILLS,35.2323,129.0871,1.20,1.636,82.753,1014.498,78.0,aws,surface,ultrasonic,mountain,maintained,1.8
2025-01-15T18:00,GIMHAE,35.2283,128.8894,0.95,2.160,83.431,1014.378,12.0,aws,surface,mechanical,urban,maintained,2.6
2025-01-15T18:00,YANGSAN,35.3350,129.0375,0.90,,84.494,1014.258,32.0,rain_gauge,precipitation,tipping_bucket,urban,aging,4.2
2025-01-15T18:00,ULSAN,35.5384,129.3114,1.30,3.175,85.681,1014.138,14.0,lidar,remote,optical,industrial,maintained,1.1
2025-01-15T18:00,MIRYANG,35.4934,128.7462,0.82,,86.701,1014.018,45.0,aws,surface,mechanical,inland,aging,6.5
2025-01-15T18:00,CHANGWON,35.2281,128.6811,1.05,2.387,87.304,1013.898,28.0,disdrometer,precipitation,optical,urban,maintained,2.2
2025-01-15T18:00,GEOJE,34.8806,128.6210,0.75,,87.344,1013.778,18.0,rain_gauge,precipitation,tipping_bucket,coastal,aging,7.4
2025-01-15T18:00,POHANG,36.0190,129.3435,1.15,,86.809,1013.658,6.0,lidar,remote,optical,coastal,maintained,1.4
